OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
9,KWIK TRIP #796,"I-94, EXIT 143 & US-12 & SR-21",Tomah,WI,420,3.28733333,44.0587262,-92.5278462
20,PILOT TRAVEL CENTER #1243,"I-8, EXIT 119 & SR-85",Gila Bend,AZ,930,3.899,26.6664753,-80.7168171
28,LITTLEFIELD EXPRESS #2,"I-540, EXIT 12 & US-71",Fort Smith,AR,645,3.399,35.3148086,-94.4016862
44,CIRCLE K #2612042,"I-35,  EXIT 271",Jarrell,TX,595,2.919,30.1755249,-85.6243147
46,PETRO STOPPING CENTER #348,"I-85,  EXIT 22 & CR-138",Shorter,AL,720,3.154,35.1810309,-107.9038246
75,Good 2 Go #709,US-50,Montrose,CO,810,3.424,44.5017725,26.0650507
77,OASIS TRAVEL PLAZA,US-13,Laurel,DE,243,3.229,36.3659234,-77.6747121
121,PETRO STOPPING CENTER #306,"I-10, EXIT 200",Eloy,AZ,930,3.474,35.5845032,-78.1468483
127,CIRCLE K #4700095,US-41,Henderson,KY,340,3.609,30.1755249,-85.6243147
135,LOVES TRAVEL STOP #766,"I-80, EXIT 27",Atkinson,IL,290,3.589,41.5092474,-112.0537895
147,SPEEDWAY #8039,"I-69, EXIT 234 & SR-67",Daleville,IN,375,3.624,39.7881233,-86.2407144
151,CUBBYS #2101,"I-80, EXIT 211 & SR-47",Gothenburg,NE,475,3.13233333,35.4243113,-83.3210658
159,PILOT TRAVEL CENTER #87,"I-10, EXIT 343",Jacksonville,FL,75,3.859,45.814934,-108.4177427
160,PILOT TRAVEL CENTERS #79,"I-12, EXIT 10 AT MILE 10",Denham Springs                          ,LA,600,3.23233333,31.4483685,-96.0788147
164,FLYING J TRAVEL PLAZA #650,"I-94, EXIT 15 B",Lake Station                            ,IN,365,3.809,44.4710928,-93.2946643
167,FLYING J TRAVEL PLAZA #653,RT 2 & I-65 EXIT 240,Hebron,IN,365,3.43566666,44.4710928,-93.2946643
184,SAPP BROS TRAVEL CENTER,"I-29 & I-80, EXIT 1B",Council Bluffs,IA,486,3.719,41.366671,-89.1521604
191,KUM & GO #0302,"I-35, EXIT 193 & SR 106",Clear Lake,IA,433,3.18566666,36.1329031,-95.9041032
195,PETRO STOPPING CENTER #311,"I-40 & I-55, EXIT 280",West Memphis,AR,435,3.36733333,35.5845032,-78.1468483
198,SINCLAIR,"I-76, EXIT 115",Atwood,CO,800,3.299,41.7791754,-107.1162507
199,PETRO STOPPING CENTER #366,"I-70, EXIT 252",Salina,KS,523,3.80566666,35.5845032,-78.1468483
203,PILOT TRAVEL CENTER #31,"I-80/94, EXIT 2",Highland,IN,365,3.829,30.7543348,-83.2734998
207,MARATHON,SR-32,Sardinia                                ,OH,300,3.56566666,44.8914036,-89.7748098
216,CIRCLE K #2721593,"I-10, EXIT 50",Ocean Springs,MS,715,3.41566666,30.1755249,-85.6243147
217,NORTH 9TH 24/7,"I-70, EXIT 252",Salina,KS,523,3.02566666,14.4371094,120.9961194
235,PILOT TRAVEL CENTERS #92,"I-75, EXIT 358",Ocala,FL,225,3.359,36.7223575,-84.1683036
243,SAVE,US-41 & SR-10,Lake Village,IN,399,3.179,45.1609039,17.4445188
248,Mardi Gras Truck Stop,"I-10, EXIT 236",New Orleans,LA,725,3.729,29.9826753,-90.0574941
250,GOLDEN OX TRUCK STOP,"I-70/US-40, EXIT 159 & US-183",Hays,KS,523,3.499,38.8960048,-99.317084
253,LOVES TRAVEL STOP #450,"I-40, EXIT 280 & I-55, EXIT 4",West Memphis,AR,435,3.32566666,41.5092474,-112.0537895
263,CASEYS #3956,I-94 EXIT 16,Bridgman,MI,465,3.559,38.1552716,-90.5498502
267,CORNER MARKET #117,SR-154 & SR-129,Dodge City,KS,357,3.399,33.8761095,35.5510882
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.299,33.5607721,-83.4783823
278,CARLISLE PLAZA,US-41,Carlisle,IN,510,3.499,38.9550726,-87.406219
281,CIRCLE K #4700065,"I-65, EXIT 76 & US-31",Taylorsville,IN,375,3.399,30.1755249,-85.6243147
289,LOVES TRAVEL STOP #173,"I-70, MM 209",Lawrence,KS,553,3.229,41.5092474,-112.0537895
292,PETES #56,US-169 & CR-5000,Cherryvale,KS,307,3.23233333,44.3090618,-79.1932633
293,LOVES TRAVEL STOP #176,"I-35, MILE MARKER 97",Matfield Green,KS,336,3.25566666,41.5092474,-112.0537895
304,FL Roberts,"I-91, EXIT 4",Springfield,MA,100,3.599,29.5916525,-81.6068759
309,QUIKTRIP #231,"I-635, EXIT 3",Kansas City,KS,400,3.199,38.4836631,-90.3047749
323,SAPP BROS TRAVEL CENTER,"I-80, EXIT 126",Ogallala,NE,475,3.46566666,41.366671,-89.1521604
326,FLYING J TRAVEL PLAZA #748,"I-15, EXIT 357",Willard                                 ,UT,835,3.749,35.0793683,-106.7457342
361,CIRCLE K #2726293,"I-295, EXIT 25",Jacksonville,FL,75,3.31566666,30.1755249,-85.6243147
372,GAS DEPOT,"I-94, EXIT 5",Hammond,IN,365,3.999,15.4136726,75.0669669
381,7-Eleven #41830,US-69 & US-135,Jacksonville,TX,630,2.91566666,57.6923124,11.9157135
387,Circle K #2709664,"I-8, EXIT 12",Yuma,AZ,930,3.489,30.1755249,-85.6243147
388,Pilot Travel Centers #14,"I-71, EXIT 131",Sunbury,OH,315,3.719,33.3206222,-84.777702
391,PILOT TRAVEL CENTERS #13,"I-71, EXIT 209",Seville,OH,305,3.699,35.8821946,-87.8010098
407,FUEL MART #641,"I-80 & I-280, EXIT 71",Perrysburg                              ,OH,550,3.499,41.5224717,-83.4642318
421,PETRO STOPPING CENTER #316,"I-40 & I-35, EXIT 127",Oklahoma City,OK,483,3.30233333,35.5845032,-78.1468483
424,E EXPRESS,"I-40, EXIT 166",Choctaw,OK,483,2.899,37.3774761,-79.2466817
442,WESTERN COOP,US-385 & SR-2,Alliance,NE,795,3.324,19.130097,72.8281723
455,MR FUEL #753,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,180,3.26566666,30.4129168,-81.5714398
456,THE COUNTRY OASIS,US-24,Woodburn                                ,IN,370,3.399,42.8455465,-2.6641865
460,TRUCK STOP 44,I-20 EXIT 44,Gilbert,SC,135,3.079,33.8716534,-81.3890212
461,SPINX #271,"I-26, EXIT 145 & US-601",Orangeburg,SC,42,3.26233333,33.5407733,-80.92339
469,LOAF N JUG #750010,US-160 & SR-17,Alamosa,CO,803,3.259,39.6895801,-104.9409487
474,KEWANEE 1 STOP,"I-20, EXIT 169 & US-80",Toomsuba,MS,705,3.299,32.4256352,-88.4480423
483,ALLSUPS #2387,US-54/SR-136/SR-3 & US-64,Guymon,OK,585,2.97566666,34.7550262,-106.748909
489,EDDIES CORNER,US-87 & US-191,Moore,MT,815,3.749,46.9833002,-109.7454653
491,One9 #403,"I-75, EXIT 117",Heiskell,TN,405,2.999,39.5897318,-76.0654363
496,PILOT TRAVEL CENTERS #270,"I-40 & I-75, EXIT 374",Knoxville,TN,405,3.439,32.4508865,-95.2837293
523,CIRCLE K #2723322,"I-985, EXIT 20 & SR-60",Gainesville,GA,18,3.26566666,30.1755249,-85.6243147
525,FASTBREAK,US-45 ALT,West Point,MS,705,3.059,37.7228532,-122.45296
546,PLAZA 30,US-30,Wanatah,IN,365,3.499,18.4168456,-66.1888363
557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.389,41.366671,-89.1521604
572,PILOT TRAVEL CENTER #881,"I-69, EXIT 309A",Fort Wayne                              ,IN,370,3.899,43.1215756,-71.4808431
576,PETRO STOPPING CENTER #343,"I-10, EXIT 76",Egan,LA,600,3.624,35.1810309,-107.9038246
578,LOVES TRAVEL STOP #449,"I-84, EXIT 17",Troutdale,OR,935,3.779,41.5092474,-112.0537895
579,FLYING J TRAVEL PLAZA #764,"I-80, EXIT 104 & US-191",Rock Springs,WY,835,3.67066666,30.8118225,-97.6109688
599,Sapp Bros Travel Center,"I-80, EXIT 59 & SR-17J",Sidney,NE,475,3.50066666,41.366671,-89.1521604
628,KWIK FILL #227,"I-90,  EXIT 218",Geneva,OH,305,3.15233333,42.4537006,-75.064674
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.39948962,33.9027672,-96.9448288
636,UNION 76,"I-5, EXIT 233 E",Albany,OR,935,3.379,34.2723839,-118.5018253
651,ONE9 #1366,"I-40, EXIT 126 & US-641",Holladay,TN,460,2.98566666,39.5897318,-76.0654363
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.39948962,33.9027648,-96.9448424
669,PETRO STOPPING CENTER #350,"I-10,  EXIT 4",Canutillo,TX,640,3.499,35.5845032,-78.1468483
680,TA EXPRESS SUMMIT,"I-29, EXIT 207 & US-12",Summit,SD,566,3.20566666,47.6595987,-90.7207494
689,FLYING EAGLE,"I-235, EXIT 4",Wichita,KS,570,3.499,45.3780487,-110.7464691
692,BP,US-63,Ottumwa,IA,489,3.399,51.507825,-0.134197
739,Arco #364420,US-23,Greenup,KY,255,3.649,45.9181327,10.8860953
748,QUIKTRIP #4231,US-85,Evans,CO,800,3.17233333,36.0917339,-95.921709
815,Kwik Trip #1508,"US-18/SR-151, EXIT 58",Barneveld,WI,420,3.489,44.0587262,-92.5278462
855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.379,39.7881233,-86.2407144
863,Ocean Fuel,US-301/SR-73,Sylvania,GA,195,3.499,4.8277789,31.6079353
906,PILOT TRAVEL CENTERS #429,"I-40, EXIT 280",West Memphis,AR,435,3.499,43.1217027,-71.4807373
908,CIRCLE K #2704888,"I-65, EXIT 246 & SR-119",Pelham,AL,615,3.46566666,30.1755249,-85.6243147
912,PETRO STOPPING CENTER #319,"I-20/59,  EXIT 100",Mc Calla,AL,615,3.12566666,35.5845032,-78.1468483
936,CASEYS #4254,"I-40, EXIT 129",Conway,AR,695,3.03233333,38.1552716,-90.5498502
970,CIRCLE K #2702885,"I-17/SR-60, EXIT 199A",Phoenix,AZ,930,3.39233333,30.1755249,-85.6243147
977,PILOT TRAVEL CENTER #328,"I-10, EXIT 17",Quartzsite,AZ,930,3.959,30.2942016,-91.9139529
981,STINKER #85,"I-15, EXIT 93",Blackfoot,ID,825,3.53233333,-51.8210807,-61.1981392
982,CIRCLE K #2701948,"I-8, EXIT 7 & SR-195",Yuma,AZ,900,3.56566666,30.1755249,-85.6243147
1042,Union 76,US-441 & SR-100A,Lake City,FL,75,3.56233333,34.2723839,-118.5018253
1043,ONE9 #1401,I-75 EXIT 414  & US-41,Lake City,FL,75,3.259,27.5282179,-82.5122422
1075,PILOT TRAVEL CENTER #68,"I-16 /SR-404, EXIT 51 & US-441",Dublin,GA,85,3.43233333,39.5226826,-83.8460009
1106,CIRCLE K #2705367,"I-20, EXIT 172",Thomson,GA,16,3.399,30.1755249,-85.6243147
1115,KWIK STAR #704,SR-57/SR-14,Parkersburg,IA,565,3.58233333,42.4620622,-92.2976419
1121,TRAVELERS OASIS,"I-84, EXIT 182",Eden,ID,787,3.799,39.9987235,-78.2356863
1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.399,29.8003085,-95.2671692
1140,CIRCLE K #4701398,"I-55, EXIT 82 & SR-104",Divernon,IL,280,3.499,30.1755249,-85.6243147
1149,PILOT TRAVEL CENTER #30,"I-70, EXIT 96",Greenfield,IN,375,3.959,40.4055264,-77.0093802
1151,SPEEDWAY #8061,"I-70, EXIT 115 & SR-109",Knightstown,IN,375,3.759,39.7881233,-86.2407144
1154,CIRCLE K #2704691,SR-71 & CR-214,Cedar Creek,TX,595,3.199,30.1755249,-85.6243147
1156,CIRCLE K #4700028,"I-74/US-421, EXIT 116 & SR-44",Shelbyville,IN,375,3.599,30.1755249,-85.6243147
1157,One9 #297,"I-70, EXIT 11 & SR-46",Terre Haute                             ,IN,510,3.43566666,36.0610362,-79.6617405
1163,SHORT STOP #13,US-54,Emporia,KS,553,2.839,43.648262,-116.2661076
1176,PILOT TRAVEL CENTERS #353,"I-75, EXIT 129",Georgetown,KY,410,3.20566666,43.1217027,-71.4807373
1179,PILOT TRAVEL CENTERS #399,"I-65, EXIT 105",Lebanon Junction,KY,415,3.609,39.6975708,-86.185134
1202,ONE9 #290,"I-95, EXIT 93 & SR-222",Perryville,MD,22,3.599,36.0610362,-79.6617405
1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.549,35.5845032,-78.1468483
1208,D AVENUE FUEL PLAZA,US-131,Kalamazoo,MI,465,3.499,42.3769125,-85.6513022
1217,KWIK TRIP #250,"I-90, EXIT 179",Austin,MN,515,3.374,44.0587262,-92.5278462
1218,CASEYS #3658,SR-210,Pillager,MN,522,3.299,33.672699,-84.2872306
1240,TEMP STOP #103,US-65,Sedalia,MO,400,3.199,35.9791141,-83.8944175
1251,MAPCO #3009,US-72,Corinth,MS,435,3.154,10.5050375,76.2279653
1304,LOVES TRAVEL STOP #667,"I-85, EXIT 152",Mebane,NC,65,3.94733333,41.5092474,-112.0537895
1315,CIRCLE K #2720218,US-421 BUS & US-15/US-501/US-1,Sanford,NC,177,3.08233333,29.5043588,-98.3685474
1325,SCOTCHMAN #3303,US-421 & US-74,Wilmington,NC,245,3.629,-30.465,152.8344444
1326,SPEEDWAY #7949,US-301/US-264 ALT & CR-1674,Wilson,NC,205,3.199,39.7881233,-86.2407144
1333,PUMP & PANTRY #15,US-30,Grand Island,NE,330,3.30733333,37.3165039,-78.4547175
1340,BORDENTOWN VALERO,"NJ TNPK, EXIT 7 & US-206",Bordentown,NJ,230,3.499,40.1223152,-74.7072244
1342,Delta,"I-80, EXIT 47B",Fairfield,NJ,115,3.20233333,33.3926893,-95.6749486
1348,GLOBAL,SR-73,Palmyra,NJ,150,3.359,55.702215,12.5592485
1356,LOVES TRAVEL STOP #257,"I-40 & HORIZON, EXIT 79",Milan,NM,580,3.59066666,41.5092474,-112.0537895
1372,PILOT TRAVEL CENTER #469,"I-77, EXIT 101 & SR-627",Canton,OH,249,3.62233333,29.8003085,-95.2671692
1376,FUEL MART #782,"I-75, EXIT 118",Lima                                    ,OH,411,3.08566666,36.8089998,-119.7712136
1384,SUNOCO,"I-80/I-90, EXIT 13 & US-20ALT/SR-15",Montpelier,OH,550,3.41566666,42.5946073,-82.7791641
1391,ONCUE EXPRESS #2045,"I-35, EXIT 203 & SR-15",Billings,OK,500,3.21566666,36.5964729,-94.7551679
1404,ONE9 #339,"I-74, EXIT 4 & SR-63",Covington,IN,375,3.26233333,36.0610362,-79.6617405
1414,SAC SHOP #507,"I-70, EXIT 12/161",Breezewood                              ,PA,14,4.099,41.0157012,28.9724899
1428,CIRCLE K #4702408,"I-65, EXIT 168 & SR-38/SR-25",Lafayette,IN,375,3.43233333,30.1755249,-85.6243147
1432,KWIK FILL #259,"I-81, EXIT 57",Mechanicsburg                           ,PA,70,4.049,42.953462,-78.8687221
1444,PILOT TRAVEL CENTERS #346,"I-20, EXIT 92 & US-601",Lugoff,SC,135,3.43233333,43.1217027,-71.4807373
1445,PILOT TRAVEL CENTERS #402,"I-80, EXIT 367",Cheyenne,WY,795,3.709,43.1217027,-71.4807373
1447,HOT SPOT #3005,US-221,Chesnee,SC,210,3.199,42.6927166,23.3215633
1453,EXPRESS STOP,US-278/SR-101/SR-6 & SR-113,Rockmart,GA,193,3.319,51.565269,-0.1341948
1455,PETRO FLORENCE,"I-95, EXIT 169",Florence,SC,46,3.32566666,34.2672828,-79.7332963
1461,CIRCLE K #2705370,"I-26, EXIT 15 & US-176",Inman,SC,210,3.099,30.1755249,-85.6243147
1464,CIRCLE K #2723254,"I-20, EXIT 55 & SR-6",Lexington,SC,135,3.199,30.1755249,-85.6243147
1470,CIRCLE K #2705348,US-1,Beech Island,SC,135,3.159,30.1755249,-85.6243147
1487,ROADRUNNER MARKET #6019,"I-81, EXIT 36 NORTH",Greeneville                             ,TN,405,3.499,36.7146216,-81.939716
1492,MAPCO #3538,"I-24, EXIT 174",Chattanooga,TN,285,2.899,10.5050375,76.2279653
1507,CIRCLE K #4703941,"I-55, EXIT 5A",Memphis,TN,435,3.189,30.1755249,-85.6243147
1516,LOVES TRAVEL STOP #261,I-27 EXIT 116,Amarillo,TX,585,3.23233333,41.5092474,-112.0537895
1531,CircleK #4702365,"I-74, EXIT 112 & SR-9",Shelbyville,IN,375,3.509,59.2378481,15.123135
1533,YESWAY #1157,US-62,Brownfield,TX,700,2.99233333,39.5096749,-91.5288325
1546,SHELL,"I-35, EXIT 86 & SR-85",Dilley,TX,740,3.099,-25.2864234,-57.5711678
1548,TOOT N TOTUM #107,US-287,Dumas,TX,585,3.03233333,35.1639301,-101.8491722
1552,STRIPES #40911,US-59 & SR-16,Freer,TX,625,3.099,52.437075,-6.9618733
1555,SEIBERT TRAVEL PLAZA,"I-70, EXIT 405 & SR-59",Seibert,CO,800,3.499,39.2920555,-102.8754484
1562,I MART #108,"I-40, EXIT 108",Wildersville                            ,TN,435,3.099,30.9579094,50.6371629
1567,KUM & GO #4110,"I-235, EXIT 11",Des Moines,IA,320,3.02733333,36.1329031,-95.9041032
1582,LOVES TRAVEL STOP #250,I-40 EXIT 60,Amarillo,TX,585,3.314,41.5092474,-112.0537895
1590,ROAD RANGER #240,"I-80 & I-94, EXIT 15-A",Lake Station,IN,365,3.559,42.1268341,-74.7052619
1596,FLYING J #305,"I-40, EXIT 39",Jamestown,NM,580,3.44233333,49.5702879,-97.189841
1599,ONVO TRAVEL PLAZA,"I-81, EXIT 10",Mc Graw,NY,220,3.439,42.5878634,-76.1302114
1602,CIRCLE K #2723387,US-98,Beaumont,MS,620,3.56566666,29.5043588,-98.3685474
1610,TA BALTIMORE TRAVEL CENTER,"I-95, EXIT 57",Baltimore                               ,MD,22,4.759,39.27876,-76.547316
1621,CIRCLE K #2709337,"I-65, EXIT 262B",Birmingham                              ,AL,615,3.489,30.1755249,-85.6243147
1622,RACEWAY #6973,US-380 & SR-114/SR-101,Bridgeport,TX,630,2.78233333,39.3384041,-84.3145535
1623,SAPP BROS TRAVEL CENTER,"I-70 & I-270, EXIT 278",Commerce City,CO,800,3.389,41.366671,-89.1521604
1625,PILOT TRAVEL CENTERS #60,"I-26, EXIT 159",Bowman                                  ,SC,42,3.43233333,37.0597044,-113.5819528
1632,PILOT TRAVEL CENTERS #266,"I-10, EXIT 139 & SR-292",Las Cruces                              ,NM,640,3.19066666,43.1217027,-71.4807373
1634,PILOT TRAVEL CENTERS #40,"I-94, EXIT 322",Oak Creek,WI,444,3.889,38.9396365,-92.7743633
1644,ALLSUPS CONVENIENCE STORE #2414,"I-20, EXIT 235",Roscoe,TX,575,2.929,32.9147202,-105.9463365
1647,SPEEDWAY #8305,US-41 & SR-312,Hammond,IN,290,3.76566666,39.7881233,-86.2407144
1653,ROAD RANGER #187,"I-55, EXIT 289",Chicago,IL,520,3.569,45.0262971,-76.5714163
1661,CHEVRON,"I-20, EXIT 101 & SR-151",Calhoun,LA,590,3.159,51.5065602,-0.0267079
1671,LOVES TRAVEL STOP #412,"I-95, EXIT 77",Dunn,NC,205,3.699,41.5092474,-112.0537895
1720,TOOT N TOTUM #120,US-54 & S WESTERN AVE,Liberal,KS,585,3.01566666,35.1639301,-101.8491722
1753,PWI #169,"I-35/US-77, EXIT 359 & CR-1304",Abbott,TX,765,2.899,-6.2336662,106.8866389
1773,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",Howard City,MI,344,3.199,40.6202682,-116.9153115
1791,PILOT TRAVEL CENTERS #257,"I-20, EXIT 126 & FM-1788",Midland                                 ,TX,710,3.56566666,43.1217027,-71.4807373
1807,LOVES TRAVEL STOP #229,I-40 EXIT 96 & SR-207,Panhandle,TX,585,3.314,41.5092474,-112.0537895
1810,KENT KWIK #804,US-83,Perryton,TX,585,2.999,32.4130244,-100.8597663
1832,CORNER FUEL CENTER,US-49,Hattiesburg,MS,620,3.299,31.1878038,-89.2511202
1849,Stripes #42457,US-67/US-277,San Angelo,TX,740,3.244,52.437075,-6.9618733
1858,FLYING J TRAVEL PLAZA #737,"I-10, EXIT 583",San Antonio                             ,TX,740,3.224,44.4710928,-93.2946643
1860,MR FUEL #278,"I-75/71, EXIT 175 & SR-338",Walton,KY,300,3.019,39.6968169,-86.188362
1861,PETRO STOPPING CENTER #315,"I-40, EXIT 66",Kingman,AZ,910,3.899,35.5845032,-78.1468483
1874,CIRCLE K #2744529,US-175,Seagoville,TX,630,2.95066666,30.1755249,-85.6243147
1879,HOLIDAY STATIONSTORE #3552,"I-35, EXIT 81 & SR-70",Lakeville,MN,448,3.549,44.3558369,-89.0814385
1889,TOOT N TOTUM #105,US-54 & US-287,Stratford,TX,585,2.96566666,35.1639301,-101.8491722
1894,CIRCLE K #2741544,"I-37 & SR-72, EXIT 69",Three Rivers,TX,747,3.06566666,30.1755249,-85.6243147
1897,YESWAY #1077,"I-20/US-84, EXIT 278",Tye,TX,575,2.87566666,31.7886263,-97.5810299
1905,LUCKY TRUCK STOP,US-82,Whitesboro                              ,TX,630,2.88566666,31.1573309,-97.3245268
1914,LOVES TRAVEL STOP #792,"I-70, EXIT 160",Green River,UT,835,3.709,41.5092474,-112.0537895
1921,BELL TRUCK STOP,"I-80, EXIT 146",Park City,UT,835,3.45233333,31.1573309,-97.3245268
1923,SCENIC QUIK STOP,"I-70, EXIT 54 & US-89",Salina,UT,835,3.459,37.7123723,-121.7238186
1930,CASEYS #3058,"I-35, EXIT 19 & US-160 E",Wellington,KS,570,3.299,36.0745639,-78.5871729
1934,CIRCLE K #2723710,"I-77, EXIT 24",Austinville,VA,185,3.24066666,30.1755249,-85.6243147
1951,CIRCLE K #2723713,"I-81, EXIT 205",Staunton,VA,185,3.38566666,29.5043588,-98.3685474
1953,FAS MART #3555,"I-64, EXIT 136 & US-15",Gordonsville,VA,180,3.699,37.2671814,-76.6824293
1954,Joe's Kwik Mart #8409,US-58 & CR-645,Suffolk,VA,130,3.03233333,32.7443667,-80.0380847
1956,PILOT TRAVEL CENTER #4642,"I-81, EXIT 291",Toms Brook,VA,60,3.659,43.1215756,-71.4808431
1958,SPEEDWAY #4618,"I-81 & I-77, EXIT 77",Wytheville,VA,185,3.41233333,33.9711279,-118.4597105
1960,MAPLEWOOD IRVING,"I-89, EXIT 7",Montpelier                              ,VT,170,3.699,44.7350181,-63.7914816
1962,SUPER QUIK,"I-64, EXIT 172 & SR-1/SR-7",Grayson,KY,255,3.799,38.7587428,-82.9903358
1976,One9 #963,"I-90, EXIT 276",Spokane                                 ,WA,970,3.989,39.5897318,-76.0654363
1983,KWIK TRIP #427,"US-53, EXIT 110 & SR-40",Bloomer,WI,295,3.41566666,44.0587262,-92.5278462
1985,Camp Douglas BP,"I-90 & I-94, EXIT 55",Camp Douglas                            ,WI,420,3.154,43.9187995,-90.2602556
2002,KWIK TRIP #222,US-53/US-2,Superior,WI,334,3.339,44.0587262,-92.5278462
2009,KWIK TRIP #139,"I-43, EXIT 120 & CR-V/CR-OK",Sheboygan,WI,444,3.29066666,44.0587262,-92.5278462
2040,Fast Stop Travel Centers #1133,"I-25, EXIT 126 & US-18/20",Douglas,WY,790,3.499,39.2520993,-112.1097535
2041,PINE BLUFFS SINCLAIR,"I-80, EXIT 401 & US-30",Pine Bluffs,WY,795,3.699,41.1773052,-104.076233
2044,One9 #1251,"I-80, EXIT 173",Wamsutter,WY,795,3.499,39.5897318,-76.0654363
2074,STRIPES #40522,"I-10, EXIT 550",San Antonio,TX,740,3.059,52.437075,-6.9618733
2076,ALLSUPS CONVENIENCE STORE #2159,US-283 BUS/US-277 BUS & SR-422,Seymour,TX,770,3.299,35.9755941,-105.3371044
2078,ALLSUPS CONVENIENCE STORE #2366,US-84 & CR-3300,Slaton                                  ,TX,700,2.969,35.9755941,-105.3371044
2084,Main Street Market #112,"I-20, EXIT 73",Wickett,TX,710,2.879,40.7616813,-86.0476365
2087,LWS TRUCK STOP,SR-30,Logan,UT,835,3.42566666,33.7900821,-118.2141758
2088,FLYING J TRAVEL PLAZA #773,"I-70, EXIT 40",Richfield                               ,UT,835,3.699,30.8118225,-97.6109688
2089,FLYING J TRAVEL PLAZA #774,"I-84, EXIT 7",Snowville                               ,UT,835,3.749,30.8118225,-97.6109688
2115,KWIK TRIP #838,SR-23/SR-33,Reedsburg,WI,420,3.194,44.0587262,-92.5278462
2125,BIG D #44,"I-80, EXIT 311 & SR-130",Laramie,WY,795,3.249,44.0707907,-103.1707849
2152,SPEEDWAY #4709,"I-90, EXIT 102",Fairmont,MN,425,3.299,33.9705283,-118.4594933
2167,PILOT TRAVEL CENTERS #134,"I-94, EXIT 171 (CR 75)",Saint Cloud,MN,451,3.28733333,39.6934074,-86.1906133
2182,PILOT TRAVEL CENTER #4649,"I-64 & I-81, EXIT 205",Raphine,VA,185,3.659,43.1215756,-71.4808431
2194,A AND A TRUCKSTOP,US-35 & CR-41,Jackson,OH,315,3.799,51.0911426,1.0150838
2196,Certified Oil #400410,I-76 EXIT 43,Ravenna,OH,249,3.31566666,41.1203323,-80.7673744
2204,NATURAL BRIDGE SHELL,US-278 & SR-5,Lynn,AL,615,3.68233333,34.0860338,-87.5945866
2209,Roadrunner #471,"I-40/US-65, EXIT 142 & SR-365",North Little Rock,AR,695,3.03233333,32.7324618,-114.6357499
2219,PILOT TRAVEL CENTER #66,"I-85, EXIT 129",Braselton,GA,16,3.27233333,38.2394606,-86.3629347
2227,SPEEDWAY #7448,SR-59,Naperville,IL,293,3.299,39.7881233,-86.2407144
2231,QUIKTRIP #605,"I-270, EXIT 33",Saint Louis,MO,540,2.899,36.0891156,-95.9573049
2267,Circle K #4703917,"I-65, EXIT 112 & SR-25",Cross Plains,TN,460,2.949,30.1755249,-85.6243147
2283,CIRCLE K #2707321,SR-60,Bartow,FL,225,3.52233333,30.1755249,-85.6243147
2287,SAC SHOP #511,"I-76/I-70, EXIT 146 & I-99/US-220 EXIT 1",Bedford,PA,14,4.099,41.0157012,28.9724899
2306,SCOTCHMAN #3894,"I-77, EXIT 73 & SR-901",Rock Hill,SC,210,3.079,44.5837818,-87.8864887
2310,MAPCO #3686,"I-24, EXIT 175",Chattanooga,TN,285,2.889,10.5050375,76.2279653
2311,SHELL,"I-24 & EPPS MILL RD, EXIT 89",Christiana                              ,TN,460,3.13233333,-25.2864234,-57.5711678
2331,PINNERS POINT,SR-135,Portsmouth,VA,130,3.499,35.0095418,-83.8487935
2336,FLYING J TRAVEL PLAZA #754,"I-77 & I-81, EXIT 77",Wytheville,VA,185,3.549,30.8118225,-97.6109688
2340,RSTORE #4478,SR-8 & SR-13,Prentice,WI,395,3.039,45.1062265,-88.0333386
2557,PWI #106,"I-30, EXIT 77B",Royse City,TX,630,2.899,-6.2336662,106.8866389
2602,PILOT TRAVEL CENTERS #9,"I-75, EXIT 36",Franklin,OH,407,3.35233333,42.4979247,-73.6745975
2626,WEST END SINCLAIR,"I-80, EXIT 211",Rawlins,WY,838,3.319,43.6216179,-116.2193473
2629,PILOT TRAVEL CENTERS #253,"I-295 & NJ TRNPK,  EXIT 2B",Penns Grove,NJ,243,3.989,43.1217027,-71.4807373
2635,FLYING J #584,"I-5, EXIT 278",Aurora,OR,935,3.859,38.7907572,-112.076787
2640,LITTLE NASHVILLE,"I-64, EXIT 50 & SR-127",Nashville,IL,540,3.399,34.7528645,-86.2310953
2761,PONY EXPRESS SERVICE CENTER,US-36 & SR-148,Hanover,KS,316,2.95566666,39.8413629,-96.8601988
2764,LOVES TRAVEL STOP #046,US-64/54 & SR-94,Hooker,OK,585,3.56233333,41.5092474,-112.0537895
